,order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
149,ORDB09347,2018-03-27,10:42:15,Breakfast,TP,"[('Pancake', 6), ('Coffee', 7), ('Cereal', 2), ('Eggs', 5)]",350.0,-37.812419,144.9538206,0,8.859,11.234950999999999
150,ORDJ01857,2018-03-12,10:11:49,Breakfast,TP,"[('Eggs', 8), ('Coffee', 5), ('Cereal', 4)]",297.5,-37.815234600000004,144.94609340000002,0,9.446,11.8346903
151,ORDY00474,2018-08-09,15:16:03,Lunch,TP,"[('Burger', 1), ('Salad', 3), ('Fries', 5), ('Chicken', 5), ('Steak', 4)]",482.6,-37.805179200000005,144.94097299999999,0,10.417,13.518828099999999
152,ORDB06225,2018-11-05,18:08:27,Dinner,TP,"[('Salmon', 8), ('Fish&Chips', 1), ('Pasta', 1), ('Shrimp', 8)]",822.5,-37.8173738,144.9703856,0,7.939,12.078669699999999
153,ORDZ08011,2018-10-26,17:48:10,Dinner,NS,"[('Fish&Chips', 2), ('Salmon', 8), ('Pasta', 10)]",673.0,-37.8203127,144.9655996,0,8.895,15.007833999999999
154,ORDJ08494,2018-04-30,11:53:14,Breakfast,TP,"[('Eggs', 3), ('Coffee', 9), ('Pancake', 9)]",351.75,-37.814852200000004,144.9450096,0,9.574,12.4128308
155,ORDC05808,2018-01-22,08:40:33,Breakfast,NS,"[('Cereal', 3), ('Coffee', 1), ('Pancake', 7)]",240.25,-37.8074794,144.96295590000003,0,7.3629999999999995,12.2708117
156,ORDA00733,2018-01-24,08:40:33,Breakfast,BK,"[('Coffee', 2), ('Eggs', 6), ('Pancake', 1)]",171.25,-37.821308,144.9542643,0,8.665,13.4794032
157,ORDI02062,2018-05-26,12:43:56,Lunch,NS,"[('Salad', 10), ('Fries', 4), ('Steak', 10), ('Burger', 10), ('Chicken', 10)]",1300.0,-37.8059424,144.9788756,0,7.271,14.7611973
158,ORDZ08609,2018-06-01,12:54:05,Lunch,NS,"[('Steak', 3), ('Salad', 5), ('Chicken', 3), ('Fries', 9), ('Burger', 10)]",735.0,-37.8059761,144.986674,0,7.992999999999999,13.158764000000001
159,ORDC09359,2018-05-12,12:13:31,Lunch,NS,"[('Fries', 2), ('Burger', 1), ('Chicken', 3)]",151.0,-37.8007651,144.95855480000003,0,7.239,15.1652508
160,ORDY09973,2018-05-11,12:13:31,Lunch,TP,"[('Steak', 2), ('Salad', 8)]",227.6,-37.8209085,144.94733169999998,0,9.002,12.325184199999999
161,ORDI04527,2018-11-04,18:08:27,Dinner,NS,"[('Shrimp', 1), ('Salmon', 6), ('Fish&Chips', 5), ('Pasta', 8)]",695.0,-37.7985046,145.0070939,0,12.509,20.5753951
162,ORDB10961,2018-11-09,18:18:35,Dinner,TP,"[('Pasta', 7), ('Fish&Chips', 10), ('Salmon', 3), ('Shrimp', 1)]",719.5,-37.8192599,145.0065211,0,11.171,14.6867997
163,ORDB00173,2018-08-26,15:46:28,Lunch,TP,"[('Steak', 4), ('Chicken', 8), ('Burger', 7)]",653.0,-37.8139192,144.9379022,0,10.637,15.083971300000002
164,ORDI01156,2018-03-17,10:21:58,Breakfast,NS,"[('Pancake', 7), ('Coffee', 10)]",244.75,-37.807502,144.942541,0,9.336,16.2387299
166,ORDY07749,2018-06-24,13:44:47,Lunch,TP,"[('Burger', 8), ('Fries', 4), ('Salad', 10)]",468.0,-37.8248451,144.98282609999998,0,8.946,13.7422807
167,ORDK02772,2018-12-10,19:19:26,Dinner,BK,"[('Salmon', 1), ('Fish&Chips', 7)]",286.0,-37.8088685,144.95809419999998,0,7.919,14.655847400000003
168,ORDX07514,2018-06-04,13:04:13,Lunch,BK,"[('Salad', 9), ('Fries', 10)]",274.8,-37.8201828,144.9734785,0,7.7410000000000005,14.026160199999998
169,ORDA06358,2018-07-28,14:55:46,Lunch,BK,"[('Steak', 2), ('Burger', 9), ('Salad', 9)]",523.8,-37.811974600000006,144.9594259,0,7.893,16.475862099999997
170,ORDB08972,2018-11-10,18:18:35,Dinner,TP,"[('Pasta', 5), ('Salmon', 4), ('Shrimp', 1)]",355.5,-37.8136707,144.9367091,0,10.85,16.5016241
171,ORDJ04970,2018-07-09,14:15:12,Lunch,TP,"[('Burger', 6), ('Chicken', 8), ('Fries', 9), ('Steak', 3)]",685.0,-37.8151374,144.94033869999998,0,10.096,12.9341263
172,ORDY04246,2018-04-23,11:43:05,Breakfast,TP,"[('Cereal', 9), ('Pancake', 5), ('Eggs', 2)]",354.25,-37.8188716,144.95344790000001,0,8.51,11.1045457
173,ORDA02879,2018-08-27,15:56:37,Lunch,BK,"[('Steak', 4), ('Chicken', 1), ('Salad', 9), ('Burger', 7), ('Fries', 4)]",631.8,-37.819027899999995,144.95433799999998,0,8.672,14.1965084
174,ORDB08421,2018-07-28,14:55:46,Lunch,TP,"[('Salad', 8), ('Steak', 8), ('Burger', 7)]",714.6,-37.8130167,144.95988490000002,0,8.451,13.015780900000001
175,ORDY09117,2018-08-01,14:55:46,Lunch,TP,"[('Steak', 4), ('Fries', 10), ('Chicken', 10)]",620.0,-37.7990524,144.97029819999997,0,10.124,12.6586336
176,ORDK04430,2018-05-09,12:13:31,Lunch,BK,"[('Chicken', 1), ('Fries', 5), ('Salad', 3), ('Steak', 1), ('Burger', 1)]",219.6,-37.8102191,144.9911678,0,4.953,10.3150838
177,ORDA02333,2018-07-16,14:25:21,Lunch,BK,"[('Fries', 4), ('Burger', 9), ('Chicken', 1)]",359.0,-37.814231899999996,144.9728163,0,6.917000000000001,12.6123049
178,ORDX00386,2018-08-26,15:46:28,Lunch,BK,"[('Salad', 9), ('Chicken', 1), ('Steak', 3)]",321.8,-37.813613700000005,144.9377835,0,10.24,18.788554100000002
179,ORDX06521,2018-05-19,12:33:48,Lunch,BK,"[('Fries', 1), ('Steak', 3)]",147.0,-37.81361939999999,144.9537478,0,8.434,16.5183227
180,ORDY09496,2018-07-07,14:05:04,Lunch,TP,"[('Burger', 1), ('Fries', 7)]",115.0,-37.816975899999996,144.9693762,0,7.9110000000000005,13.440733499999999
181,ORDY00261,2018-06-19,13:34:38,Lunch,TP,"[('Steak', 5), ('Fries', 9), ('Chicken', 3)]",429.0,-37.8209154,145.00266000000002,0,10.964,14.047143799999999
182,ORDZ04880,2018-08-19,15:36:20,Lunch,NS,"[('Steak', 1), ('Chicken', 4)]",173.0,-37.806555700000004,144.9852247,0,7.837999999999999,15.001141500000001
183,ORDK08414,2018-08-11,15:16:03,Lunch,BK,"[('Chicken', 3), ('Fries', 8), ('Salad', 2)]",226.4,-37.8080981,144.9481678,0,8.95,17.3490419
184,ORDK06755,2018-06-23,13:44:47,Lunch,BK,"[('Fries', 1), ('Burger', 6), ('Chicken', 7), ('Steak', 5), ('Salad', 3)]",698.6,-37.799316600000004,144.98210859999998,0,6.771,14.605394699999998
185,ORDY07971,2018-05-31,12:54:05,Lunch,TP,"[('Steak', 4), ('Burger', 9), ('Salad', 9)]",613.8,-37.7993717,144.9579071,0,9.788,12.534584599999999
186,ORDK05057,2018-07-16,14:25:21,Lunch,BK,"[('Fries', 2), ('Burger', 6), ('Steak', 10)]",660.0,-37.799772999999995,145.0123966,0,4.8,10.2489105
187,ORDX07086,2018-04-08,11:12:40,Breakfast,BK,"[('Coffee', 9), ('Pancake', 6), ('Eggs', 6)]",345.0,-37.813809899999995,144.9497383,0,10.226,18.255823
188,ORDY06706,2018-04-08,11:12:40,Breakfast,TP,"[('Eggs', 3), ('Cereal', 4), ('Pancake', 6)]",295.5,-37.8094036,144.96462169999998,0,8.719,13.0542028
189,ORDZ06916,2018-04-14,11:22:49,Breakfast,NS,"[('Eggs', 8), ('Coffee', 7), ('Cereal', 9)]",417.5,-37.818184,144.99569590000002,0,9.738999999999999,16.5465055
190,ORDA03429,2018-10-07,17:17:44,Dinner,BK,"[('Pasta', 2), ('Salmon', 7), ('Shrimp', 10)]",882.0,-37.82582360000001,144.9602371,0,8.718,17.6059451
191,ORDB11001,2018-05-17,12:23:39,Lunch,TP,"[('Fries', 6), ('Steak', 4)]",252.0,-37.7994315,144.9530465,0,10.056000000000001,13.3212147
192,ORDK10432,2018-10-25,17:48:10,Dinner,BK,"[('Salmon', 10), ('Shrimp', 5), ('Fish&Chips', 4)]",820.0,-37.813221999999996,144.951286,0,8.774,16.1641634
193,ORDC03538,2018-07-22,14:45:38,Lunch,NS,"[('Fries', 3), ('Steak', 1), ('Burger', 10), ('Salad', 6)]",494.2,-37.8237935,144.98268240000002,0,9.225,17.267839000000002
194,ORDC02945,2018-10-13,17:27:53,Dinner,NS,"[('Shrimp', 2), ('Pasta', 3)]",190.5,-37.8211862,144.9554005,0,9.425,17.3546383
195,ORDX06249,2018-11-12,18:28:43,Dinner,BK,"[('Pasta', 8), ('Shrimp', 7), ('Salmon', 8), ('Fish&Chips', 1)]",961.0,-37.8151942,144.9397467,0,9.783999999999999,17.5534938
196,ORDI04836,2018-10-25,17:48:10,Dinner,NS,"[('Pasta', 2), ('Salmon', 7), ('Shrimp', 4)]",558.0,-37.8201236,144.9659657,0,8.84,14.982602900000002
197,ORDX03902,2018-08-16,15:26:11,Lunch,BK,"[('Chicken', 4), ('Burger', 5), ('Fries', 10), ('Steak', 4)]",583.0,-37.8096005,144.9891625,0,5.1,10.878684800000002
198,ORDB05340,2018-06-09,13:14:21,Lunch,TP,"[('Steak', 9), ('Salad', 1), ('Burger', 8), ('Chicken', 1), ('Fries', 2)]",726.2,-37.8050219,145.0150167,0,12.99,17.6745025
199,ORDZ07563,2018-01-18,08:30:25,Breakfast,NS,"[('Cereal', 8), ('Eggs', 10)]",388.0,-37.8056348,144.953619,1,8.16,6.4471513
200,ORDX02692,2018-10-06,17:17:44,Dinner,BK,"[('Fish&Chips', 3), ('Pasta', 7), ('Salmon', 10)]",707.5,-37.807291299999996,144.9931365,0,5.052,14.960966199999998
201,ORDX07969,2018-01-04,08:00:00,Breakfast,BK,"[('Eggs', 1), ('Coffee', 4)]",52.0,-37.800225,145.00961,1,4.863,4.972883400000001
202,ORDA07822,2018-05-02,12:03:22,Lunch,BK,"[('Fries', 6), ('Salad', 6)]",175.2,-37.811723,144.96525559999998,0,7.417999999999999,13.4734041
203,ORDC09642,2018-02-18,09:31:16,Breakfast,NS,"[('Pancake', 7), ('Eggs', 5)]",279.75,-37.8185114,144.9958011,0,9.787,16.631885099999998
204,ORDC09735,2018-06-24,13:44:47,Lunch,NS,"[('Fries', 6), ('Burger', 8)]",320.0,-37.8249299,144.98280469999997,0,9.464,16.5315391
205,ORDC10465,2018-02-18,09:31:16,Breakfast,NS,"[('Pancake', 9), ('Eggs', 5), ('Cereal', 8)]",496.25,-37.808050099999996,144.94533330000002,0,9.058,15.748223999999999
206,ORDB00967,2018-01-18,08:30:25,Breakfast,TP,"[('Coffee', 3), ('Eggs', 4)]",110.5,-37.800036,144.9633442,1,9.78,6.028868599999999
207,ORDA00457,2018-03-03,10:01:41,Breakfast,BK,"[('Eggs', 8), ('Pancake', 8), ('Cereal', 2)]",412.0,-37.8074473,144.9781934,0,6.178,13.536687099999998
208,ORDZ08631,2018-08-25,15:46:28,Lunch,NS,"[('Burger', 4), ('Fries', 2), ('Chicken', 7), ('Salad', 3)]",423.6,-37.818120799999996,144.9693491,0,8.547,15.5670821
209,ORDB09951,2018-06-17,13:34:38,Lunch,TP,"[('Fries', 5), ('Salad', 3), ('Burger', 6), ('Chicken', 9)]",585.6,-37.80155870000001,144.9643303,0,9.624,14.511619199999998
210,ORDC08349,2018-07-26,14:45:38,Lunch,NS,"[('Burger', 9), ('Chicken', 7), ('Steak', 8), ('Fries', 7), ('Salad', 2)]",981.4,-37.804126399999994,144.9349167,0,10.276,15.793189000000002
211,ORDY02143,2018-01-20,08:30:25,Breakfast,TP,"[('Pancake', 5), ('Eggs', 3), ('Coffee', 10)]",262.25,-37.804917100000004,144.97559280000002,0,9.648,13.983343900000001
212,ORDX00926,2018-11-25,18:49:00,Dinner,BK,"[('Fish&Chips', 3), ('Salmon', 7)]",392.0,-37.8208667,144.98236169999998,0,6.607,15.824841099999999
213,ORDJ05398,2018-07-31,14:55:46,Lunch,TP,"[('Fries', 5), ('Salad', 4), ('Burger', 2), ('Chicken', 4), ('Steak', 9)]",723.8,-37.8153034,144.9339652,0,10.767999999999999,14.0225365
214,ORDA01514,2018-04-14,11:22:49,Breakfast,BK,"[('Pancake', 4), ('Cereal', 5), ('Eggs', 8), ('Coffee', 2)]",393.0,-37.80451729999999,144.9532949,0,8.436,15.943134200000001
215,ORDX08258,2018-11-09,18:18:35,Dinner,BK,"[('Salmon', 4), ('Pasta', 1), ('Shrimp', 9), ('Fish&Chips', 5)]",852.5,-37.8211152,144.9577686,0,8.426,15.0411346
216,ORDY10896,2018-03-17,10:21:58,Breakfast,TP,"[('Pancake', 6), ('Coffee', 4)]",175.5,-37.823476299999996,144.9880274,0,9.357999999999999,12.989742199999998
217,ORDY01895,2018-09-08,16:16:54,Dinner,TP,"[('Pasta', 2), ('Shrimp', 7), ('Fish&Chips', 7)]",678.0,-37.820989600000004,144.97719630000003,0,8.664,14.9595696
218,ORDC00983,2018-12-30,20:00:00,Dinner,NS,"[('Salmon', 10), ('Fish&Chips', 5), ('Shrimp', 8)]",1017.0,-37.8158159,144.9369455,0,10.0,17.832493499999998
220,ORDI00532,2018-09-15,16:27:02,Dinner,NS,"[('Shrimp', 1), ('Fish&Chips', 4), ('Salmon', 3)]",317.0,-37.8156656,144.9654653,0,8.205,15.9734384
221,ORDK04787,2018-02-07,09:10:59,Breakfast,BK,"[('Coffee', 10), ('Eggs', 2)]",119.0,-37.82448370000001,144.9890336,0,6.391,11.5910179
223,ORDK07612,2018-06-20,13:34:38,Lunch,BK,"[('Fries', 4), ('Chicken', 7), ('Burger', 8)]",520.0,-37.80437620000001,144.949041,0,8.829,14.713145800000001
224,ORDB06925,2018-09-06,16:06:45,Dinner,TP,"[('Shrimp', 10), ('Salmon', 3), ('Pasta', 2)]",718.0,-37.808496999999996,144.9767555,0,9.255,13.357240300000003
225,ORDI10930,2018-10-31,17:58:18,Dinner,NS,"[('Salmon', 3), ('Fish&Chips', 10), ('Shrimp', 3)]",635.0,-37.8073211,144.97339019999998,0,7.026,13.3897
226,ORDX03526,2018-02-02,09:00:50,Breakfast,BK,"[('Cereal', 10), ('Coffee', 5), ('Pancake', 9), ('Eggs', 5)]",575.75,-37.8108545,144.9995943,0,4.211,9.5070212
227,ORDI02958,2018-06-12,13:24:30,Lunch,NS,"[('Fries', 2), ('Chicken', 3), ('Steak', 1), ('Salad', 3)]",216.6,-37.8057528,144.9466402,0,8.781,14.4761169
228,ORDC06432,2018-03-26,10:42:15,Breakfast,NS,"[('Pancake', 6), ('Coffee', 3)]",168.0,-37.8194657,144.9985596,0,10.113,15.1680003
229,ORDK05726,2018-07-23,14:45:38,Lunch,BK,"[('Chicken', 9), ('Fries', 1)]",300.0,-37.82510070000001,145.0134021,0,5.0,10.499217100000001
230,ORDJ08216,2018-01-30,08:50:42,Breakfast,TP,"[('Pancake', 9), ('Eggs', 7), ('Cereal', 3)]",435.25,-37.813306299999994,144.96279919999998,0,8.127,11.2616512
231,ORDC02411,2018-05-07,12:03:22,Lunch,NS,"[('Fries', 10), ('Steak', 8), ('Burger', 4), ('Salad', 7), ('Chicken', 9)]",1012.4,-37.8008187,144.948584,0,8.158,13.4492451
232,ORDX04891,2018-06-05,13:04:13,Lunch,BK,"[('Steak', 5), ('Salad', 3), ('Fries', 5)]",336.6,-37.8230742,145.00530990000001,0,4.862,10.7347613
233,ORDX07205,2018-10-31,17:58:18,Dinner,BK,"[('Pasta', 8), ('Fish&Chips', 1)]",255.0,-37.8198767,144.9917718,0,5.665,12.2193735
234,ORDJ08097,2018-10-02,17:07:36,Dinner,TP,"[('Pasta', 2), ('Fish&Chips', 7)]",300.0,-37.8090958,144.986353,0,9.863,13.946222699999998
235,ORDC10471,2018-08-05,15:05:54,Lunch,NS,"[('Chicken', 5), ('Salad', 6), ('Burger', 7)]",480.2,-37.813364799999995,144.9884655,0,8.811,16.471493300000002
236,ORDC06795,2018-01-12,08:20:16,Breakfast,NS,"[('Eggs', 6), ('Cereal', 4), ('Coffee', 5), ('Pancake', 9)]",471.75,-37.8164157,144.98603500000002,1,8.851,7.3142489
237,ORDZ03646,2018-08-19,15:36:20,Lunch,NS,"[('Fries', 1), ('Steak', 4), ('Salad', 8), ('Chicken', 3)]",425.6,-37.8043,144.9458355,0,8.748,16.9077797
238,ORDX01025,2018-09-05,16:06:45,Dinner,BK,"[('Pasta', 4), ('Salmon', 1), ('Fish&Chips', 6)]",361.0,-37.8161206,144.9287575,0,11.645999999999999,18.716767
239,ORDC09406,2018-01-18,08:30:25,Breakfast,NS,"[('Eggs', 3), ('Coffee', 4), ('Pancake', 6)]",241.5,-37.8140225,145.01460269999998,1,11.38,7.8478607
240,ORDB00268,2018-08-03,15:05:54,Lunch,TP,"[('Steak', 5), ('Fries', 6), ('Chicken', 4), ('Salad', 9)]",579.8,-37.8142312,144.98567340000002,0,9.515,12.9826758
241,ORDA02028,2018-01-17,08:30:25,Breakfast,BK,"[('Eggs', 9), ('Coffee', 6)]",243.0,-37.8069133,144.9579125,1,7.959,6.264898400000001
242,ORDI07063,2018-06-08,13:14:21,Lunch,NS,"[('Chicken', 9), ('Steak', 1)]",333.0,-37.8034777,144.9487814,0,8.387,13.5009288
243,ORDA08275,2018-02-28,09:51:32,Breakfast,BK,"[('Cereal', 8), ('Eggs', 5), ('Coffee', 5)]",315.5,-37.806442,144.93223490000003,0,10.375,15.7383168
244,ORDX00972,2018-02-19,09:31:16,Breakfast,BK,"[('Pancake', 6), ('Coffee', 1)]",153.0,-37.8066742,144.94730780000003,0,8.914,13.872130100000001
245,ORDK03322,2018-11-14,18:28:43,Dinner,BK,"[('Salmon', 7), ('Shrimp', 6), ('Pasta', 4)]",721.0,-37.8196346,144.98499569999998,0,6.279,12.863750999999999
246,ORDJ08699,2018-07-13,14:25:21,Lunch,TP,"[('Steak', 5), ('Salad', 9)]",379.8,-37.821859,144.9521992,0,8.451,11.589344500000001
247,ORDY05943,2018-05-15,12:23:39,Lunch,TP,"[('Chicken', 4), ('Burger', 1), ('Fries', 10)]",279.0,-37.82404520000001,144.9538112,0,8.184,11.5168248
248,ORDZ05613,2018-12-15,19:29:34,Dinner,NS,"[('Fish&Chips', 2), ('Salmon', 5), ('Pasta', 1), ('Shrimp', 5)]",572.5,-37.8239722,144.9436789,0,10.585999999999999,18.3718818
249,ORDJ07684,2018-06-07,13:04:13,Lunch,TP,"[('Fries', 6), ('Burger', 3)]",165.0,-37.8035728,144.9490381,0,9.927,12.6273438
250,ORDZ00868,2018-05-30,12:54:05,Lunch,NS,"[('Fries', 10), ('Burger', 10)]",430.0,-37.817954,144.9897831,0,9.271,14.969054500000002
251,ORDZ08738,2018-07-12,14:15:12,Lunch,NS,"[('Burger', 4), ('Salad', 2), ('Chicken', 9), ('Steak', 8)]",806.4,-37.81647720000001,145.0042998,0,10.328,15.3719981
252,ORDX00024,2018-09-01,15:56:37,Lunch,BK,"[('Burger', 1), ('Steak', 9)]",436.0,-37.8167573,144.95427709999998,0,8.565,17.2818343
253,ORDI05728,2018-09-03,16:06:45,Dinner,NS,"[('Pasta', 2), ('Shrimp', 9), ('Salmon', 5)]",746.0,-37.8127385,144.9650912,0,7.901,13.402787300000002
254,ORDI08718,2018-07-08,14:15:12,Lunch,NS,"[('Fries', 5), ('Steak', 7)]",375.0,-37.8141181,144.9413845,0,9.572000000000001,16.971466600000003
255,ORDZ08325,2018-04-13,11:22:49,Breakfast,NS,"[('Eggs', 7), ('Pancake', 4), ('Cereal', 1)]",272.0,-37.8049453,144.9284165,0,10.489,15.5775328
256,ORDC10339,2018-12-12,19:29:34,Dinner,NS,"[('Salmon', 5), ('Pasta', 1)]",232.5,-37.8209552,144.9569539,0,9.312999999999999,14.9733231
257,ORDZ00722,2018-05-26,12:43:56,Lunch,NS,"[('Fries', 7), ('Salad', 6), ('Chicken', 8)]",443.2,-37.825185299999994,144.95125249999998,0,10.133,17.398704100000003
258,ORDI03536,2018-05-13,12:23:39,Lunch,NS,"[('Chicken', 1), ('Salad', 4), ('Fries', 5), ('Burger', 2)]",222.8,-37.8083042,144.96007959999997,0,7.64,15.439457800000001
259,ORDI06553,2018-12-22,19:49:51,Dinner,NS,"[('Salmon', 3), ('Shrimp', 10)]",663.0,-37.8180211,144.94740980000003,0,9.56,17.8880652
260,ORDB05049,2018-07-17,14:25:21,Lunch,TP,"[('Burger', 6), ('Steak', 10)]",636.0,-37.8197578,144.944234,0,9.374,12.995491699999999
261,ORDK04562,2018-12-04,19:09:17,Dinner,BK,"[('Fish&Chips', 10), ('Salmon', 1), ('Shrimp', 9)]",877.0,-37.813503000000004,144.9802213,0,6.142,12.9404318
262,ORDA07710,2018-05-04,12:03:22,Lunch,BK,"[('Burger', 5), ('Steak', 3), ('Chicken', 6), ('Fries', 1), ('Salad', 10)]",666.0,-37.8200673,144.9586124,0,8.258,13.991373000000001
263,ORDX08975,2018-04-16,11:22:49,Breakfast,BK,"[('Cereal', 8), ('Eggs', 8), ('Pancake', 6)]",489.5,-37.8109721,144.9671861,0,7.207000000000001,12.077728599999999
264,ORDK01523,2018-01-15,08:20:16,Breakfast,BK,"[('Coffee', 7), ('Eggs', 9), ('Cereal', 7), ('Pancake', 2)]",446.0,-37.818473499999996,144.9486815,1,9.202,7.2069220000000005
265,ORDC04032,2018-09-14,16:27:02,Dinner,NS,"[('Shrimp', 9), ('Pasta', 4), ('Fish&Chips', 4), ('Salmon', 5)]",941.0,-37.8177544,144.95910130000001,0,8.743,14.625280300000002
266,ORDI08020,2018-08-31,15:56:37,Lunch,NS,"[('Chicken', 10), ('Steak', 7)]",635.0,-37.80716760000001,144.96273459999998,0,7.393,12.7505544
267,ORDJ06317,2018-01-11,08:20:16,Breakfast,TP,"[('Eggs', 1), ('Coffee', 6)]",67.0,-37.8163074,144.9851272,1,9.357000000000001,5.836477400000001
268,ORDB01846,2018-12-04,19:09:17,Dinner,TP,"[('Fish&Chips', 4), ('Shrimp', 1), ('Salmon', 2), ('Pasta', 10)]",551.0,-37.8105832,145.0094926,0,12.279000000000002,15.7996074
269,ORDA01807,2018-10-12,17:27:53,Dinner,BK,"[('Pasta', 7), ('Fish&Chips', 7)]",437.5,-37.8199801,144.9968503,0,5.26,12.189646699999999
270,ORDZ07555,2018-09-10,16:16:54,Dinner,NS,"[('Fish&Chips', 5), ('Shrimp', 8), ('Pasta', 3)]",689.5,-37.8234214,144.9699519,0,9.0,14.2104624
271,ORDJ07154,2018-03-12,10:11:49,Breakfast,TP,"[('Coffee', 9), ('Eggs', 4)]",155.5,-37.81539779999999,144.99972680000002,0,10.809000000000001,13.3746147
272,ORDZ07951,2018-11-10,18:18:35,Dinner,NS,"[('Pasta', 2), ('Salmon', 9), ('Fish&Chips', 2), ('Shrimp', 8)]",926.0,-37.8193861,145.0073063,0,10.774000000000001,18.823234699999997
273,ORDB10427,2018-07-07,14:15:12,Lunch,TP,"[('Fries', 8), ('Salad', 4), ('Chicken', 8)]",420.8,-37.813855100000005,144.94235319999999,0,9.927,14.607382800000002
274,ORDJ09726,2018-08-15,15:26:11,Lunch,TP,"[('Fries', 7), ('Salad', 9), ('Burger', 7)]",455.8,-37.803041799999995,144.9694649,0,9.662,13.294497400000001
276,ORDA09116,2018-05-22,12:33:48,Lunch,BK,"[('Burger', 10), ('Steak', 9), ('Salad', 5), ('Chicken', 10), ('Fries', 9)]",1229.0,-37.8202951,144.9791952,0,6.979,12.983587199999999
277,ORDC05393,2018-07-25,14:45:38,Lunch,NS,"[('Fries', 3), ('Steak', 4)]",216.0,-37.81858870000001,144.968064,0,8.422,13.818009699999998
278,ORDK06356,2018-08-31,15:56:37,Lunch,BK,"[('Chicken', 6), ('Salad', 10), ('Steak', 10), ('Burger', 8), ('Fries', 3)]",1098.0,-37.805393,144.9576625,0,7.976,13.670683300000002
279,ORDX10347,2018-01-31,09:00:50,Breakfast,BK,"[('Eggs', 6), ('Pancake', 8), ('Cereal', 1), ('Coffee', 6)]",392.0,-37.8235454,144.9561646,0,8.758,14.011012
280,ORDZ06720,2018-01-21,08:40:33,Breakfast,NS,"[('Cereal', 1), ('Pancake', 8), ('Coffee', 9), ('Eggs', 7)]",436.5,-37.8050828,144.96365669999997,0,7.115,13.9011896
281,ORDY11089,2018-03-05,10:01:41,Breakfast,TP,"[('Pancake', 6), ('Coffee', 5)]",183.0,-37.80589620000001,144.9443458,0,10.092,12.8315579
282,ORDX04212,2018-11-24,18:49:00,Dinner,BK,"[('Shrimp', 6), ('Fish&Chips', 8)]",604.0,-37.804192799999996,144.9585999,0,7.909,17.2816733
283,ORDC09975,2018-04-03,11:02:32,Breakfast,NS,"[('Eggs', 6), ('Coffee', 2), ('Cereal', 8)]",315.0,-37.813219399999994,144.9904666,0,8.99,14.383399300000002
284,ORDZ10181,2018-02-02,09:00:50,Breakfast,NS,"[('Pancake', 10), ('Cereal', 9), ('Coffee', 8)]",491.5,-37.816001299999996,144.9395197,0,9.849,15.0238709
285,ORDC10963,2018-05-01,11:53:14,Breakfast,NS,"[('Cereal', 4), ('Eggs', 1), ('Coffee', 6), ('Pancake', 5)]",272.25,-37.80923920000001,144.9503235,0,8.714,13.5274671
286,ORDB09979,2018-06-03,13:04:13,Lunch,TP,"[('Burger', 4), ('Chicken', 3)]",220.0,-37.8024638,144.9805938,0,10.307,15.0117299
287,ORDZ03214,2018-03-10,10:11:49,Breakfast,NS,"[('Coffee', 10), ('Eggs', 8), ('Pancake', 10), ('Cereal', 3)]",556.5,-37.8233497,144.97654540000002,0,9.048,16.4155445
288,ORDX10213,2018-09-14,16:27:02,Dinner,BK,"[('Fish&Chips', 7), ('Pasta', 2)]",300.0,-37.813304200000005,144.96560490000002,0,7.502999999999999,14.1273846
289,ORDB05126,2018-08-09,15:16:03,Lunch,TP,"[('Steak', 2), ('Chicken', 1), ('Salad', 1)]",139.2,-37.807269,144.93917340000002,0,10.342,13.7119378
290,ORDB04492,2018-12-25,19:49:51,Dinner,TP,"[('Salmon', 3), ('Fish&Chips', 5)]",298.0,-37.8129588,144.9337,0,11.372,14.6612943
291,ORDZ07485,2018-10-06,17:17:44,Dinner,NS,"[('Shrimp', 9), ('Salmon', 1), ('Pasta', 2), ('Fish&Chips', 7)]",827.0,-37.8185268,144.9701227,0,8.43,16.3547072
292,ORDY05016,2018-07-13,14:25:21,Lunch,TP,"[('Steak', 10), ('Chicken', 9), ('Fries', 9)]",846.0,-37.816458600000004,145.0041641,0,11.152999999999999,14.434050199999998
293,ORDY10846,2018-04-19,11:32:57,Breakfast,TP,"[('Eggs', 7), ('Coffee', 2)]",169.0,-37.8133679,144.973794,0,8.61,11.159881
294,ORDB01418,2018-10-24,17:48:10,Dinner,TP,"[('Salmon', 8), ('Shrimp', 9), ('Pasta', 2), ('Fish&Chips', 10)]",1219.0,-37.8133599,144.9375612,0,10.379000000000001,14.0669837
295,ORDX00876,2018-05-07,12:03:22,Lunch,BK,"[('Steak', 9), ('Salad', 2), ('Chicken', 7), ('Burger', 7)]",880.4,-37.8065399,144.9540979,0,8.304,14.3531962
296,ORDI03385,2018-07-20,14:35:29,Lunch,NS,"[('Salad', 3), ('Steak', 5), ('Fries', 8), ('Chicken', 3), ('Burger', 5)]",623.6,-37.8171439,144.9533633,0,8.965,13.7712892
297,ORDX06651,2018-10-07,17:17:44,Dinner,BK,"[('Pasta', 7), ('Fish&Chips', 6), ('Salmon', 8)]",730.5,-37.8021162,144.9662039,0,7.631,16.6756255
